date,ID,sub,title,time,start,goal,number,genuine tasks,score
2016-03-16,1,E,target英文法,180,340,400,60,,
2016-03-17,1,E,target英文法,180,401,483,82,,
2016-03-17,2,E,DragonEnglish,120,27,38,11,,
2016-03-15,3,E,system英単語,120,1100,1385,285,,
2016-03-15,2,E,DragonEnglish,120,1,13,12,,
2016-03-16,2,E,DragonEnglish,120,14,26,12,,
2016-03-18,1,E,target英文法,180,484,540,56
2016-03-18,5,M,数学,30,0,2,2
2016-03-18,6,J,出口現代文,30,4,4,0
2016-03-20,1,E,target英文法,60,541,567,26
2016-03-21,1,E,target英文法,400,568,710,142
2016-03-21,6,J,出口現代文,30,4,5,1
2016-03-22,1,E,target英文法,240,711,800,90
2016-03-23,1,E,target英文法,300,801,905,105
